NU_INSCRICAO;NU_ANO;TP_FAIXA_ETARIA;TP_SEXO;TP_ESTADO_CIVIL;TP_COR_RACA;TP_NACIONALIDADE;TP_ST_CONCLUSAO;TP_ANO_CONCLUIU;TP_ESCOLA;TP_ENSINO;IN_TREINEIRO;CO_MUNICIPIO_ESC;NO_MUNICIPIO_ESC;CO_UF_ESC;SG_UF_ESC;TP_DEPENDENCIA_ADM_ESC;TP_LOCALIZACAO_ESC;TP_SIT_FUNC_ESC;CO_MUNICIPIO_PROVA;NO_MUNICIPIO_PROVA;CO_UF_PROVA;SG_UF_PROVA;TP_PRESENCA_CN;TP_PRESENCA_CH;TP_PRESENCA_LC;TP_PRESENCA_MT;CO_PROVA_CN;CO_PROVA_CH;CO_PROVA_LC;CO_PROVA_MT;NU_NOTA_CN;NU_NOTA_CH;NU_NOTA_LC;NU_NOTA_MT;TX_RESPOSTAS_CN;TX_RESPOSTAS_CH;TX_RESPOSTAS_LC;TX_RESPOSTAS_MT;TP_LINGUA;TX_GABARITO_CN;TX_GABARITO_CH;TX_GABARITO_LC;TX_GABARITO_MT;TP_STATUS_REDACAO;NU_NOTA_COMP1;NU_NOTA_COMP2;NU_NOTA_COMP3;NU_NOTA_COMP4;NU_NOTA_COMP5;NU_NOTA_REDACAO;Q001;Q002;Q003;Q004;Q005;Q006;Q007;Q008;Q009;Q010;Q011;Q012;Q013;Q014;Q015;Q016;Q017;Q018;Q019;Q020;Q021;Q022;Q023;Q024;Q025
200003153512;2020;8;F;1;3;1;1;0;1;;0;;;;;;;;1501402;Bel�m;15;PA;1;1;1;1;597;569;580;587;574.1;642;603.6;594.1;DDBAEECCAEDEBEDBCCAEADDADBDCABACCDECCBDECDCAC;DECEAAEBDAEBCCCDBCBACDCDAEEAAADDAADECEECDCABD;99999BEEACBADABEBEBADADBCCAEABDAAAECDDEBDEBDADCBDB;BACCBBACCBBECEDDDCCEDBACABAECBCCACECAAAEEDACC;1;DDBACBDDDECDAEDCCCEDBDDCBDDCAAECEDDACCBAEDCDX;DECCADEBDECBBECDDCBACDBDEEDABCDDAEDBECECBCCBD;DCEAAEEEACAACBBEBEBAAADBBAEBCEDBAADADDEADEBDACCAAA;DABCCAEDBBCCCABCACCBDXCCCBEEEDBBACCDACBAEBAEC;1;160;180;140;140;180;800;H;D;F;C;4;B;A;B;C;A;A;B;A;A;A;A;A;A;C;A;A;D;A;A;A
200006244967;2020;5;M;1;2;1;1;2;1;;0;;;;;;;;1506138;Reden��o;15;PA;1;1;1;1;599;568;578;590;410.1;622.8;596.6;585.5;BAABBABACACCACCAEEDEADDDABBDCCACCAEAAAACDCEDD;BDACACCDECAAABDCDDCABEABAACEDCDACDBCCEDCDADCE;EEDAA99999DEBBCDDBEAABCBAAEDEAAAADBCDAACABACADEBBE;CADBECCAABAABEEEAACBCAEDABECABCCCCBBCBCEBEBDC;0;CBDDDDCAAECEDDCEDBDDAEDECAEDCCDDDCBDCDXBAACCB;BDECBCCDEDDAEBDCDDCBBEDABCCBACDBDEECCADEDBECE;CDEAACAEEEBEBADADAAAAACBAEBDEADACDBBDBACECAAADEBBE;CABCAACCACDABEEEBAECXCCCEEDBACCDBCCABBCCBDDBB;1;120;160;120;140;120;660;B;A;A;B;3;B;A;B;C;A;B;B;A;A;A;A;A;A;B;A;A;C;A;A;B
200004869933;2020;3;M;1;2;1;2;0;2;1;0;2304400;Fortaleza;23;CE;2;1;1;2304400;Fortaleza;23;CE;1;1;1;1;597;569;580;587;454.4;531.9;572.3;535.6;CDCACBECBDCEAADBCAAEAECDABADCBCBABBBECBADD*BB;ABEABDECDCBADCADDADDBDDCCECBCADDAABEAEEAEDCBD;99999BEEABDBEABCAEBAAADBDAEAACCBAAAADDAABEBDAABABA;ACCCDDCBEBDCCDBDBBCBEDCEBBCDEBBECBCEDCCBEBCBD;1;DDBACBDDDECDAEDCCCEDBDDCBDDCAAECEDDACCBAEDCDX;DECCADEBDECBBECDDCBACDBDEEDABCDDAEDBECECBCCBD;DCEAAEEEACAACBBEBEBAAADBBAEBCEDBAADADDEADEBDACCAAA;DABCCAEDBBCCCABCACCBDXCCCBEEEDBBACCDACBAEBAEC;1;160;120;120;140;200;740;D;D;F;B;3;B;A;B;B;A;A;B;B;A;A;A;A;A;B;B;A;D;A;A;B
200004553863;2020;3;F;1;2;1;1;1;1;;0;;;;;;;;2611606;Recife;26;PE;0;0;0;0;;;;;;;;;;;;;1;;;;;;;;;;;;D;D;B;B;4;B;A;B;D;A;B;B;B;B;A;B;A;A;B;A;A;D;B;A;B
200002881207;2020;2;F;1;2;1;2;0;2;1;0;;;;;;;;2103000;Caxias;21;MA;1;1;1;1;598;567;577;588;430.5;496.5;482.7;624.3;EABDDBEDECCDEBADCDAEDBDACEEDCCBBEDECAEDCDCCEA;ADCABDEEADBABECADCBBEADDBCACCBDDDACACBBBCACAE;99999DBCAAEAECAAEEEECDBDDAACECDDEBADCBEABABECACDBB;EEBCCEBCAAADCBDCBEDCDEBBCDCEDCBDCECEBACCDDEAE;1;CEDBDDDCACCBDAEBADCBDCDXAAECEDDDECDDCBDDAEDCC;DABCBDDDAEDBECECBBEDEBDEECBCCCBACDCCADEBDECDD;AAEDCACEEECEAACBAEBBEDACDBAADADDEBBEBAAADEACAAADBB;AEBCCXCCCACCDABCCABCABCBAECEDBBDBEEEDBBACCDAC;1;120;40;40;140;40;380;H;E;B;D;4;B;A;B;C;A;B;B;A;A;A;A;A;A;B;A;A;C;A;A;A
200003279317;2020;2;F;1;1;1;2;0;2;1;0;4202404;Blumenau;42;SC;2;1;1;4202404;Blumenau;42;SC;0;0;0;0;;;;;;;;;;;;;0;;;;;;;;;;;;E;E;B;B;4;E;A;B;C;B;A;B;B;B;A;B;A;A;C;A;A;D;B;A;B
200005643315;2020;3;F;1;3;1;2;0;2;1;0;;;;;;;;3106200;Belo Horizonte;31;MG;1;1;1;1;599;568;578;590;438.8;427.4;450.5;509.8;ADAACABACEEBABCAEBEABDADEACABBADABCDBECEDCCDE;AEBABCCAEBDCABADCAAAEBBABEBBDEDCBADBDADAAADDA;BBCAC99999CECAEDCEAABCDCDEAEABCDEDBAAACDBCEBAACBEA;CBEBDDAEAEBAEADEBBBEAABACCBEEBADDDEBADEDADCDB;0;CBDDDDCAAECEDDCEDBDDAEDECAEDCCDDDCBDCDXBAACCB;BDECBCCDEDDAEBDCDDCBBEDABCCBACDBDEECCADEDBECE;CDEAACAEEEBEBADADAAAAACBAEBDEADACDBBDBACECAAADEBBE;CABCAACCACDABEEEBAECXCCCEEDBACCDBCCABBCCBDDBB;1;80;120;80;80;80;440;B;B;B;B;5;B;A;B;D;A;A;B;B;A;A;B;A;A;B;B;A;E;B;B;B
200001355133;2020;6;M;1;3;1;1;3;1;;0;;;;;;;;2604106;Caruaru;26;PE;0;0;0;0;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
200002687154;2020;3;F;1;1;1;1;1;1;;0;;;;;;;;2610202;Panelas;26;PE;1;1;1;1;599;568;578;590;573.5;550.4;589.4;415.1;EACDAACAEECEBCCEEDEEAEDEEACDABEDDBBDACEBDACDB;CCBCAEDAEDDACBACDDEAABADCBBCDBDADBCCAADBBCBAC;CDDAA99999CEBAEEDAAADBCEBEEDEBAACDBBDAAACCDEDDDDBC;BCDBEBABEDABCAAEBDACEAECCBDDACAADBCEAACDDCBEC;0;CBDDDDCAAECEDDCEDBDDAEDECAEDCCDDDCBDCDXBAACCB;BDECBCCDEDDAEBDCDDCBBEDABCCBACDBDEECCADEDBECE;CDEAACAEEEBEBADADAAAAACBAEBDEADACDBBDBACECAAADEBBE;CABCAACCACDABEEEBAECXCCCEEDBACCDBCCABBCCBDDBB;1;160;40;40;160;40;440;B;C;A;D;3;A;A;C;C;B;A;B;A;B;A;B;A;B;C;A;A;D;A;B;B
200005078100;2020;5;M;1;3;1;1;0;1;;0;;;;;;;;2304400;Fortaleza;23;CE;1;1;1;1;597;569;580;587;478;496.3;576.4;415.4;DDCEDCDDCCEBBECCBACBBEDAECCCABAEDEABECDCDDBAD;AECBADCEBAAEDBADBAAACDADEBACDBBDBCCDAECDBAEBD;99999ECADDABCBBDADBABADBECAEBBDCADCCDDEBDEADDCCACA;BBDDCEBDCEADBCBADEABCDDACAABBBACDCBEABCDEBDCA;1;DDBACBDDDECDAEDCCCEDBDDCBDDCAAECEDDACCBAEDCDX;DECCADEBDECBBECDDCBACDBDEEDABCDDAEDBECECBCCBD;DCEAAEEEACAACBBEBEBAAADBBAEBCEDBAADADDEADEBDACCAAA;DABCCAEDBBCCCABCACCBDXCCCBEEEDBBACCDACBAEBAEC;1;140;40;40;120;40;380;E;E;C;B;4;F;A;B;B;A;A;B;A;B;A;A;A;A;A;A;A;D;A;B;B
200004613101;2020;2;F;1;3;1;2;0;2;1;0;;;;;;;;2303709;Caucaia;23;CE;1;1;1;1;600;570;579;589;570.8;547.2;521.2;577.6;DCCBCCEAEDCECBCDAACDCCCBACDCABBEBCCAECCEDBEDC;BABEAEEBEDDCADCABCEDDAACDBECBDDEDCBCBBABCAEEE;99999DCECADBCCBCACAAEABAEBBADDDAEDEDCEACBADEDBBACD;BDBCAEBDBAEEDBAEBCAECECDEBADDBBCBBDDBEACBDEAA;1;DCDXDCCAEBADCBAAEACCBCEDDCBDDDAEDDCDECCEDBDDD;BDDBECECBACDBDEEBDEDDAECDDCCADECBCCCBBEDABCDE;AACDEEEECADBBCAAADBADEABEBAAADEBADADAEBDACAACBBECE;BAECDBBXCCCBDBACCDBEEEBCCAABCCACEACCEDBCABCDA;1;160;40;40;120;40;400;E;E;B;D;3;B;A;B;C;A;A;B;A;B;A;B;A;A;B;A;A;D;A;A;B
200004899362;2020;2;F;1;1;1;2;0;2;1;0;4106902;Curitiba;41;PR;2;1;1;4106902;Curitiba;41;PR;0;0;0;0;;;;;;;;;;;;;0;;;;;;;;;;;;B;D;C;B;2;B;A;B;C;A;A;B;A;B;A;B;A;B;B;A;A;C;B;A;B
200004666795;2020;13;F;0;3;1;1;0;1;;0;;;;;;;;3136702;Juiz de Fora;31;MG;0;0;0;0;;;;;;;;;;;;;1;;;;;;;;;;;;B;A;A;A;4;C;A;B;C;A;A;B;A;B;A;B;A;A;B;A;A;C;B;B;B
200001336334;2020;3;M;1;1;1;2;0;2;1;0;2405801;Jo�o C�mara;24;RN;2;1;1;2405801;Jo�o C�mara;24;RN;1;1;1;1;597;569;580;587;547.8;622;534.1;646.4;BDDECBDDBEDECBCCDAADBDDDBEACBDACDCDCEBDBCDADD;DECEADDBBECACEDDDAEACDDCADA*BCDDAADAECBCDACBD;DACDA99999EECEBBBBDBAADDBAABACDAAEEADDEBDEEAECCAEC;DACCDAEACDDDEEEDCCABDBCBDCDBECCBCCAEABBCEBADC;0;DDBACBDDDECDAEDCCCEDBDDCBDDCAAECEDDACCBAEDCDX;DECCADEBDECBBECDDCBACDBDEEDABCDDAEDBECECBCCBD;DCEAAEEEACAACBBEBEBAAADBBAEBCEDBAADADDEADEBDACCAAA;DABCCAEDBBCCCABCACCBDXCCCBEEEDBBACCDACBAEBAEC;1;120;140;140;160;160;720;B;B;A;A;4;D;A;B;D;B;A;B;A;B;A;A;A;A;B;B;A;D;A;A;A
200005179126;2020;7;M;1;2;1;1;4;1;;0;;;;;;;;2910800;Feira de Santana;29;BA;0;0;0;0;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
200006267793;2020;6;F;1;1;1;1;4;1;;0;;;;;;;;3550308;S�o Paulo;35;SP;0;0;0;0;;;;;;;;;;;;;0;;;;;;;;;;;;D;C;C;F;4;A;A;B;B;B;A;B;B;B;A;B;A;A;B;A;A;C;B;B;B
200003506879;2020;6;F;1;2;1;1;5;1;;0;;;;;;;;2611606;Recife;26;PE;0;0;0;0;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
200003928119;2020;13;F;1;2;1;1;10;1;;0;;;;;;;;2927408;Salvador;29;BA;0;0;0;0;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
200005557387;2020;2;F;1;3;1;2;0;2;1;0;;;;;;;;3534302;Orl�ndia;35;SP;0;0;0;0;;;;;;;;;;;;;0;;;;;;;;;;;;E;E;C;B;2;B;A;B;C;A;A;B;A;B;A;A;A;A;B;A;A;C;A;B;B
200003123672;2020;5;M;1;2;1;1;2;1;;0;;;;;;;;2919207;Lauro de Freitas;29;BA;0;0;0;0;;;;;;;;;;;;;1;;;;;;;;;;;;B;B;B;B;5;B;A;B;C;A;A;B;A;A;A;A;A;A;B;A;A;C;A;A;B
200002745469;2020;4;M;1;1;1;1;2;1;;0;;;;;;;;2929107;S�o Felipe;29;BA;1;1;1;1;597;569;580;587;527.9;569.9;529.6;424.4;DDEEABDCBDCECCEBBEAEACDCADCBDCBCDCCACDDEADADB;DECBADCBBDCACACEDCBDDDABEBBDCCDAACDDBBCBCDCBD;ACCAA99999CACEBDAECAAADBDABADBDBDACEDEAEADACBCCDAC;CADDCEABCDBDCBDDCDBCEABABCAEBCADBCDDECCEEDBCB;0;DDBACBDDDECDAEDCCCEDBDDCBDDCAAECEDDACCBAEDCDX;DECCADEBDECBBECDDCBACDBDEEDABCDDAEDBECECBCCBD;DCEAAEEEACAACBBEBEBAAADBBAEBCEDBAADADDEADEBDACCAAA;DABCCAEDBBCCCABCACCBDXCCCBEEEDBBACCDACBAEBAEC;1;120;180;120;160;80;660;B;B;A;A;4;B;A;B;C;A;A;B;A;A;A;A;A;A;B;B;A;B;A;B;B
200005933442;2020;13;F;1;3;1;1;0;1;;0;;;;;;;;1501402;Bel�m;15;PA;0;0;0;0;;;;;;;;;;;;;0;;;;;;;;;;;;A;A;A;A;1;A;B;B;B;A;A;A;A;A;A;A;A;A;A;A;A;B;A;A;A
200006790742;2020;2;F;0;1;1;2;0;2;1;0;3145604;Oliveira;31;MG;2;1;1;3145604;Oliveira;31;MG;1;1;1;1;597;569;580;587;455.2;637.1;617;637.2;ECBEADBDCCEECCCACDAEEEDDABECADACECBDCBDDCDABE;AEBAAAEEDEEBDCCDDEEACDADAEBCBADDAADBDEECACCBD;ACDAA99999AACCBEBCBEDADABAEACEDAAAEADEEADEABCCEAEA;DACCDBBDACBACECCBCEDDBDEBAECEAAEAEDCABCEEBADC;0;DDBACBDDDECDAEDCCCEDBDDCBDDCAAECEDDACCBAEDCDX;DECCADEBDECBBECDDCBACDBDEEDABCDDAEDBECECBCCBD;DCEAAEEEACAACBBEBEBAAADBBAEBCEDBAADADDEADEBDACCAAA;DABCCAEDBBCCCABCACCBDXCCCBEEEDBBACCDACBAEBAEC;1;160;200;160;180;200;900;E;B;C;B;3;C;A;C;C;B;A;B;A;B;B;B;A;A;B;A;A;C;A;B;B
200005172283;2020;8;F;1;3;1;1;5;1;;0;;;;;;;;1505536;Parauapebas;15;PA;1;1;1;1;599;568;578;590;667.3;654.4;602;642.6;CBDDEDCACECCDDDADEDEAECECEECECDDDDBDCBCDAACBB;BDECACADEDDAABDCDDCABEDDAACBDCDAEAAAAABEDEEEE;99999DAEEEADBEDADACACDECCEBDEBBDADBCDDAAEEDCADEBBE;CBECABDDADEADEDEBDCCDBCDBCDDADAEECCDBDBBCDBAE;1;CBDDDDCAAECEDDCEDBDDAEDECAEDCCDDDCBDCDXBAACCB;BDECBCCDEDDAEBDCDDCBBEDABCCBACDBDEECCADEDBECE;CDEAACAEEEBEBADADAAAAACBAEBDEADACDBBDBACECAAADEBBE;CABCAACCACDABEEEBAECXCCCEEDBACCDBCCABBCCBDDBB;1;160;180;180;180;180;880;D;D;C;B;3;B;A;B;B;A;B;B;B;A;A;A;A;A;B;A;A;C;A;B;B
200001764493;2020;5;M;1;2;1;1;3;1;;0;;;;;;;;3550308;S�o Paulo;35;SP;0;0;0;0;;;;;;;;;;;;;0;;;;;;;;;;;;H;E;F;D;4;B;A;B;B;A;A;A;A;A;A;A;A;A;C;A;B;E;A;B;B
200002464249;2020;6;F;1;1;1;1;3;1;;0;;;;;;;;2927408;Salvador;29;BA;0;0;0;0;;;;;;;;;;;;;0;;;;;;;;;;;;E;F;D;D;2;C;A;B;C;A;A;B;A;B;A;B;A;A;C;A;A;C;A;B;B
200004464631;2020;1;F;1;3;1;2;0;2;1;0;2800308;Aracaju;28;SE;2;1;1;2800308;Aracaju;28;SE;1;1;1;1;597;569;580;587;612.7;613.3;637.7;685.9;DDCAEDBDBDCABEECCABBBDDCBDDEAEECDDCBCBBEADCBD;DAACBDEBBECABECDBAEDBDAAECEAACDDAABEEBEDBCCBD;99999EEEACDACABECCBACADBDAEBAEDAAACADEEAAEBDAAEAAA;DACCCCADBDEECAEBACDBDDBECCEAEAABACCEBDEEBBDBC;1;DDBACBDDDECDAEDCCCEDBDDCBDDCAAECEDDACCBAEDCDX;DECCADEBDECBBECDDCBACDBDEEDABCDDAEDBECECBCCBD;DCEAAEEEACAACBBEBEBAAADBBAEBCEDBAADADDEADEBDACCAAA;DABCCAEDBBCCCABCACCBDXCCCBEEEDBBACCDACBAEBAEC;1;160;180;180;200;200;920;F;F;D;D;3;C;A;C;D;A;A;B;B;B;A;B;A;A;C;B;A;D;A;A;B
200001294955;2020;7;M;1;3;1;1;2;1;;0;;;;;;;;1501402;Bel�m;15;PA;1;1;1;1;701;690;694;697;543;574.1;478.2;438.3;AECEBAADADBACBACDDADDDBABEDAEDEBBEEDBDADCCCBD;DCCCDAEEABCADDABEBBBBECDBDBAEADBADBCABBBBBAAD;ADDEA99999AAEADDDAABAABBADAEAABCCECACBBDABDEECCBAA;EACACCBACABDCCBDCEBEDBDDAEEAEBCECECDDBCBBAADC;0;ABCEBABCDACCDBBCDABDBEEEBECACCCDAEDBCEADDAEBD;DBADDCDEEBCABDAEBBBCDABDCBBAAECBEDCBADBBDBDAC;EDCDA99999CBEABBDEEDBBDEEAACCAACCABBECCDCBBEDAAEAB;DABDBAABBEABDBCCCECADCBAEBACEXBDECEEADCDBAABE;1;160;200;140;140;200;840;;;;;;;;;;;;;;;;;;;;;;;;;
200004033496;2020;7;F;1;1;1;1;4;1;;0;;;;;;;;2611101;Petrolina;26;PE;0;0;0;0;;;;;;;;;;;;;0;;;;;;;;;;;;E;D;F;B;2;B;A;B;C;A;A;B;B;A;A;A;A;A;B;A;A;B;A;A;A
200006118865;2020;4;M;1;3;1;1;1;1;;0;;;;;;;;2600054;Abreu e Lima;26;PE;1;1;1;1;599;568;578;590;534.7;443.2;500.2;558.7;EEDAACCCDECBDDDACBBDBADDCBADEDDDDDAACDCEDEEBD;ECAEADCBDEAADBECDCBABEABCEAEDCEABCEBBCEDCADCD;99999CDEDBACBDADDAEDBECEECBEABCADDBCDBAAAECEBDAABE;CDBBDBBACEEAAEDEBDBECAEBEEECCDBEDDBEBDBCEDCBC;1;CBDDDDCAAECEDDCEDBDDAEDECAEDCCDDDCBDCDXBAACCB;BDECBCCDEDDAEBDCDDCBBEDABCCBACDBDEECCADEDBECE;CDEAACAEEEBEBADADAAAAACBAEBDEADACDBBDBACECAAADEBBE;CABCAACCACDABEEEBAECXCCCEEDBACCDBCCABBCCBDDBB;1;120;120;120;120;100;580;B;E;B;B;3;B;A;B;C;A;A;B;A;A;A;A;A;A;B;A;A;C;A;A;B
200002986591;2020;12;M;1;1;1;1;14;1;;0;;;;;;;;2914802;Itabuna;29;BA;0;0;0;0;;;;;;;;;;;;;1;;;;;;;;;;;;E;E;B;B;2;B;A;B;C;A;A;B;A;B;A;A;A;A;B;A;A;C;A;B;B
200004508220;2020;9;F;1;1;1;1;5;1;;0;;;;;;;;3171204;Vespasiano;31;MG;1;1;1;1;599;568;578;590;417.5;351.2;402;355.2;ACCEBACDBEDAEBCDEADCCADECBBAEBDCCADBEADEABCAC;BAEBDADECBDDBACDABCEBADBCECEABABBEADCDDECBAED;99999ECADBACAD.EBBCAEEBCDCBDAEACBDBBBABDDCAECBAECD;AAECABDDECDBEDABABDDCADBEBAEEDDBADBEAEBDCCBAC;1;CBDDDDCAAECEDDCEDBDDAEDECAEDCCDDDCBDCDXBAACCB;BDECBCCDEDDAEBDCDDCBBEDABCCBACDBDEECCADEDBECE;CDEAACAEEEBEBADADAAAAACBAEBDEADACDBBDBACECAAADEBBE;CABCAACCACDABEEEBAECXCCCEEDBACCDBCCABBCCBDDBB;1;100;60;60;80;40;340;B;E;A;B;2;A;A;B;B;A;A;B;A;A;A;A;A;A;B;A;A;B;A;A;A
200003702116;2020;4;F;1;4;1;1;1;1;;0;;;;;;;;2704302;Macei�;27;AL;1;1;1;1;599;568;578;590;447.8;611.3;568.8;454.2;ADCCDCCEDCECABCAEBDECCDDEDCCDBEDBAADCECBABCEC;EBEADCCCEDAABBBEDDCACAEDBAADACDEDEBCEADDDEECB;99999DCAEBDEBAEADBAADECEDEACEDDEEDCEDAAEACEAAAEBBE;EDDEDBABAECACADBAACCDBCEBBEDCEBDCCDCDACCDABBD;1;CBDDDDCAAECEDDCEDBDDAEDECAEDCCDDDCBDCDXBAACCB;BDECBCCDEDDAEBDCDDCBBEDABCCBACDBDEECCADEDBECE;CDEAACAEEEBEBADADAAAAACBAEBDEADACDBBDBACECAAADEBBE;CABCAACCACDABEEEBAECXCCCEEDBACCDBCCABBCCBDDBB;1;120;180;120;120;160;700;B;E;C;F;6;G;A;B;D;A;A;B;A;A;A;A;A;A;B;A;A;E;A;A;B
200001863427;2020;9;M;2;1;1;1;0;1;;0;;;;;;;;3550308;S�o Paulo;35;SP;0;0;0;0;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
200004790061;2020;12;F;1;2;1;1;13;1;;0;;;;;;;;3304805;S�o Fid�lis;33;RJ;1;1;1;1;597;569;580;587;581.2;422.6;391.8;443.1;DADACCEECBCEAEBCACADBDAADDDCCABCDDBACECAADBEC;CECEBAADCDACDACDCEBCBCEAADBCADBBCCAEBBEAACCBB;99999CEDABDDDABDDAEBAECBDBEB.CACEBEAAADCEABBBDDDCE;AAABBBBDDDBBEECCCCAAEBBDDDAACBBBDECCAAABBCCDD;1;DDBACBDDDECDAEDCCCEDBDDCBDDCAAECEDDACCBAEDCDX;DECCADEBDECBBECDDCBACDBDEEDABCDDAEDBECECBCCBD;DCEAAEEEACAACBBEBEBAAADBBAEBCEDBAADADDEADEBDACCAAA;DABCCAEDBBCCCABCACCBDXCCCBEEEDBBACCDACBAEBAEC;1;120;120;120;140;100;600;H;D;F;B;5;B;A;B;C;A;A;B;A;A;A;A;A;A;B;A;A;B;A;A;A
200005093810;2020;15;F;1;1;1;1;0;1;;0;;;;;;;;3156700;Sabar�;31;MG;1;1;1;1;597;569;580;587;534.2;632.6;577.3;555.5;CDAECECCEEDDCEBECEEACDCBBADBADECEADABADDCDAEA;DECAACAEAEBBBECDBCBDCDCAAECDACDDAADAEEBCACBBD;99999BEBADCBCBBEADBDAEDBAAAECEDAACEEDDECCDADECCCBA;DABCBECBDCBACCBDBCBBECECCCDBEBACCEEDCBADBCDBE;1;DDBACBDDDECDAEDCCCEDBDDCBDDCAAECEDDACCBAEDCDX;DECCADEBDECBBECDDCBACDBDEEDABCDDAEDBECECBCCBD;DCEAAEEEACAACBBEBEBAAADBBAEBCEDBAADADDEADEBDACCAAA;DABCCAEDBBCCCABCACCBDXCCCBEEEDBBACCDACBAEBAEC;1;120;80;60;100;0;360;B;B;C;A;2;B;A;C;C;A;A;B;A;B;A;A;A;A;B;A;A;C;A;B;B
